Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of T Cell Migration (GO:2000406)	13/26	1.9057856684221835E-18	7.112664369647077E-17	0	0	80.1951219512195	3272.0922811655228	APP;CCL21;CCL20;WNT5A;ADAM10;CXCL13;CXCL10;ADAM17;CXCL12;CCL5;XCL1;TNFRSF14;LGALS9
Hemopoiesis (GO:0030097)	20/101	2.2073105406496135E-18	8.093471982381915E-17	0	0	20.310966475541093	825.7374034390386	IL10;CSF1R;TGFB2;CSF2;TGFB1;TNFRSF13B;FLT3;WNT5A;PDGFB;FLT3LG;INHBA;TGFBR2;FSTL3;BMP4;TGFBR3;IL3;KITLG;KIT;KDR;TEK
Regulation of Type II Interferon Production (GO:0032649)	19/88	2.8084426653739368E-18	1.0120077880399186E-16	0	0	22.570531400966182	912.1632341005117	IL21;CD274;IL1R1;EBI3;IL18;IL27;PDCD1LG2;INHBA;VSIR;IFNL1;IL23A;IL1B;IL12B;XCL1;IL12A;LGALS9;GAS6;IL12RB1;CD276
Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	21/118	3.1401569518529577E-18	1.1123606829445223E-16	0	0	17.869011522134628	720.1615284833855	CCL24;ECM1;CCL11;EGF;TNFSF12;WNT5A;PDGFB;GDF2;IGF1;TNF;AREG;F3;BMP6;TGFBR1;EGFR;VEGFA;BMP4;MMP12;FGF7;KDR;TEK
Positive Regulation of Interleukin-6 Production (GO:0032755)	18/77	4.7893703462015585E-18	1.6682973372602096E-16	0	0	24.91567620789085	993.6404740500684	APP;IL33;TGFB1;TSLP;WNT5A;IL16;TNF;IL1A;IL6;IFNG;IL1B;LEP;BSG;IL17F;LGALS9;IL17D;IL6R;TLR2
Regulation of Tyrosine Phosphorylation of STAT Protein (GO:0042509)	13/28	6.705250904541948E-18	2.2973728509004375E-16	0	0	69.49539295392954	2748.100851870874	IL21;TNFSF18;CSF1R;CNTF;FLT3;TNFRSF18;IL18;IL22RA2;IFNL1;IFNG;KIT;IL12A;FGFR3
Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	15/47	1.669457005007932E-17	5.627685710429965E-16	0	0	37.86308913934426	1462.705965038509	IL10;IL11;TGFB1;ANGPT1;IL13;FASLG;TNF;F3;ICAM1;IL4;CD40LG;KDR;CCL2;TEK;GAS6
Positive Regulation of Tyrosine Phosphorylation of STAT Protein (GO:0042531)	12/23	2.0522043204152566E-17	6.808106396298233E-16	0	0	87.14022819285977	3348.3660643961034	IL21;TNFSF18;CSF1R;CNTF;IFNL1;IFNG;FLT3;TNFRSF18;KIT;IL18;IL12A;FGFR3
Positive Regulation of SMAD Protein Signal Transduction (GO:0060391)	14/39	2.963053596542427E-17	9.676221901208862E-16	0	0	45.06514285714286	1715.0768690964624	GDF11;TGFB2;TGFB1;TGFB3;GDF2;INHBA;BMP7;BMP6;TGFBR1;TGFBR2;BMP4;TGFBR3;BMP2;ENG
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)	15/49	3.42004258466145E-17	1.0996752310680662E-15	0	0	35.63223240115718	1350.9709201057765	IL10;TGFB1;IL18;PDGFB;IGF1;TNF;MMP9;CX3CL1;BMP4;IL6;FGF9;CCL5;CCN4;IL6R;ELANE
Positive Regulation of Signal Transduction (GO:0009967)	27/256	4.7070674845919197E-17	1.4905713701207746E-15	0	0	9.91612708929378	372.79562267760843	APP;CD80;TREM2;FGF1;CCL5;TGFB2;TGFB1;TSLP;IL1R1;IFNB1;ADIPOQ;WNT5A;GDF2;LIF;IGF1;F3;BMP6;TGFBR1;VEGFA;GH1;BMP2;IL6;IL7;IL1B;TEK;GAS6;TLR2
Regulation of Gene Expression (GO:0010468)	53/1127	1.6055972176019743E-16	5.008504753415114E-15	0	0	4.471764206034966	162.62852009760957	APP;CNTF;CSF2;CXCL8;CSF1;IFNA2;TREM2;AREG;TNF;VSIR;EFEMP1;KDR;IL12B;CCN4;LGALS9;ICOSLG;IL10;IL13;WNT5A;ADAM10;NGF;F3;TGFBR1;TGFBR3;IL1A;IFNG;IL1B;GAS6;ENG;TLR2;PDGFB;CCL3;CCL2;CD276;IL32;IL33;TGFB2;TGFB1;ANGPT1;WNT3A;EGF;IGF1;INHBA;BMP7;BMP6;VEGFA;BMP4;IL4;BMP2;IL6;GDNF;FGF19;PF4
Positive Regulation of Vasculature Development (GO:1904018)	19/109	1.9783981247047874E-16	6.080664824460302E-15	0	0	17.28560185185185	625.031356470841	ECM1;TGFB1;CXCL8;FLT1;TNFSF12;WNT5A;GDF2;FGF1;F3;TGFBR1;VEGFA;IL1A;CXCL12;IL1B;KDR;ANGPTL3;CHI3L1;ANGPTL4;TEK
Positive Regulation of Cell Differentiation (GO:0045597)	28/297	2.282241428895415E-16	6.912876212161475E-15	0	0	8.774135406105666	316.0110458402705	APP;CSF3;CSF2;CSF1;AREG;TNF;KDR;CCN4;IL6R;TGFB2;TGFB1;TGFB3;IGFBP3;GDF2;IL18;IGF1;NGF;BMP7;BMP6;TGFBR1;TGFBR2;BMP4;KITLG;BMP2;IL6;GDNF;IL1B;PF4
Regulation of Neuroinflammatory Response (GO:0150077)	11/21	4.3667989408289634E-16	1.3038013980475049E-14	0	0	87.51653225806452	3095.226186662629	IL4;IL33;IL6;IL1B;MMP3;IL18;TREM2;IGF1;TNFRSF1B;MMP9;TNF
Negative Regulation of Cytokine Production (GO:0001818)	23/191	5.884640964373419E-16	1.7322393824704852E-14	0	0	11.35439366424536	398.18741033005267	IL10;CD274;IFNA2;TREM2;INHBA;PDCD1LG2;TNF;CX3CL1;VSIR;IL6;IFNL1;IFNG;GPNMB;IL23A;IL12B;XCL1;IL12A;LGALS9;GAS6;IL6R;ELANE;TNFRSF21;SLAMF1
Regulation of SMAD Protein Signal Transduction (GO:0060390)	15/60	1.0174378068472648E-15	2.953395855987199E-14	0	0	26.907103825136613	928.8732855445464	GDF11;TGFB2;TGFB1;GDF15;TGFB3;GDF2;INHBA;BMP7;TGFBR1;BMP6;TGFBR2;TGFBR3;BMP4;BMP2;ENG
Monocyte Chemotaxis (GO:0002548)	11/23	1.6361658858205495E-15	4.684365344335546E-14	0	0	72.92305107526882	2482.768880352098	LGALS3;CCL23;IL6;FLT1;CCL7;CCL5;PDGFB;CCL3;CCL2;IL6R;PF4
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	27/296	1.8365018948479974E-15	5.1868769732869115E-14	0	0	8.424304576336366	285.844352209696	CSF1R;FLT1;CSF1;FLT3;PDGFB;FGF1;FGF4;FGF6;FGF7;FGF9;KDR;FGF21;ANGPT1;VEGFC;VEGFD;NRG1;IGF1;NGF;MMP9;PGF;VEGFA;GH1;GDNF;FGF19;KIT;TEK;FGFR3
Response to Cytokine (GO:0034097)	19/123	2.044149716261754E-15	5.696363875982755E-14	0	0	14.948036858974358	505.59932657571244	APP;CD274;CSF1R;CSF3;IL1R1;FLT3;ADIPOQ;SELE;CXCL16;MMP12;SELL;IL1B;TIMP2;ADAM9;CHI3L1;LGALS9;TIMP1;IL6R;TIMP4
Negative Regulation of T Cell Activation (GO:0050868)	14/51	2.2121383811524654E-15	6.08338054816928E-14	0	0	30.43088803088803	1026.8847402612523	CD86;IL10;CD274;IFNB1;CD80;IFNA2;PDCD1LG2;VSIR;LGALS3;IFNL1;GPNMB;TNFRSF14;PDCD1;TNFRSF21
Macrophage Differentiation (GO:0030225)	11/24	2.9863326765932415E-15	8.105760122181655E-14	0	0	67.31017369727047	2251.17060507009	BMP4;CSF1R;IL33;IL1RL1;CSF2;CSF1;IFNG;IL15;LIF;MMP9;VEGFA
Cell Chemotaxis (GO:0060326)	16/78	3.3024686548856728E-15	8.848922421424431E-14	0	0	20.898977830877474	696.8577347776899	CCL14;CCL25;CCL23;CCL21;CCL20;PDGFB;CX3CL1;VEGFA;CXCL12;KIT;CCL3;XCL1;CCL18;CCL28;ENG;CCL15
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	13/43	5.514447035024493E-15	1.4588853548355938E-13	0	0	34.72127371273713	1139.948199825481	IL11;TGFB1;ANGPT1;IL15;CD80;LIF;EGFR;IL22RA2;VEGFA;IL3;FGF7;IL6;IL5
Extrinsic Apoptotic Signaling Pathway (GO:0097191)	15/68	7.739433067941766E-15	2.0219268889997863E-13	0	0	22.83637488400866	742.0097224458257	TGFB2;TGFB1;CD70;TNFSF12;FASLG;TNFRSF10A;INHBA;NGF;TNFRSF1B;TNF;TNFRSF1A;IFNG;IL12A;IL6R;FGFR3
Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	16/85	1.3939112688156057E-14	3.596635249166192E-13	0	0	18.77211188644361	598.9069151635135	CD86;APP;IL33;TGFB1;WNT5A;IL1A;IL6;IFNG;IL23A;CCL3;IL12B;IL17F;LGALS9;CCL19;TLR2;PF4
Regulation of Interleukin-10 Production (GO:0032653)	13/46	1.4823230669893463E-14	3.7781161097655294E-13	0	0	31.559990145356	1004.9515364047159	CD274;TSLP;IL13;PDCD1LG2;VSIR;IL4;IL6;CD40LG;IL23A;IL12B;XCL1;LGALS9;TNFRSF21
Regulation of Endothelial Cell Proliferation (GO:0001936)	16/87	2.0506900912514333E-14	5.163785892428308E-13	0	0	18.241465252419868	574.9347742718066	CCL24;ECM1;CCL11;ANGPT1;EGF;TNFSF12;WNT5A;PDGFB;GDF2;F3;TGFBR1;VEGFA;LEP;KDR;TEK;ENG
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	22/202	2.1567060279502168E-14	5.366089998114229E-13	0	0	10.087716830754806	317.43633126576583	IL10;APP;TGFB2;TGFB1;CXCL8;IFNA2;ADIPOQ;PDGFB;ADAM10;IGF1;AREG;TNF;VEGFA;BMP4;BMP2;IFNG;FGF19;KDR;CCL3;LGALS9;ENG;PF4
Positive Regulation of Phosphorylation (GO:0042327)	16/94	7.33024714172734E-14	1.8023784148482518E-12	0	0	16.59850163553867	502.00810555635246	CSF1R;EGF;ADIPOQ;PLAUR;AREG;TNF;MMP9;EGFR;VEGFA;BMP4;BMP2;GPNMB;THPO;FGF19;KDR;GAS6
Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	14/65	8.885701743063147E-14	2.1346111083910318E-12	0	0	22.061624649859944	662.9903814208874	APP;TNFRSF12A;TNFSF12;FASLG;IGF1;AREG;TNF;TGFBR1;BMP4;LGALS3;CD40LG;TNFSF10;LTA;LTBR
Cellular Response to Virus (GO:0098586)	14/65	8.885701743063147E-14	2.1346111083910318E-12	0	0	22.061624649859944	662.9903814208874	IL21;IFNB1;IL10RB;IFNA2;CXCL10;IFNL2;IL6;IFNL1;IFNG;IFNE;CCL5;IL12A;LGALS9;CCL19
Positive Regulation of Lymphocyte Chemotaxis (GO:0140131)	9/16	9.419098414453203E-14	2.2370358734326357E-12	0	0	101.48914285714285	3044.009727461801	ADAM17;CCL21;CCL7;CCL5;WNT5A;CCL4;CCL3;XCL1;CXCL13
T Cell Activation (GO:0042110)	17/114	1.1606444104047024E-13	2.725558222186324E-12	0	0	14.226292919826191	423.72488272265554	CD86;CCL21;CD70;IFNB1;CD80;EBI3;IFNA2;IL2;DPP4;IL4;IFNE;LEP;KIT;CCL19;TNFRSF4;ICOSLG;CD276
Negative Regulation of Apoptotic Process (GO:0043066)	31/475	1.3922513336726303E-13	3.233116985973108E-12	0	0	5.909267820452031	174.93018859551142	CNTF;TREM2;TNF;CX3CL1;EGFR;ICAM1;KDR;CCL2;TNFSF18;IL10;IL11;TSLP;ANGPT1;TGFB3;IL13;WNT5A;PLAUR;IGF1;NGF;MMP9;IL2;VEGFA;IL4;IL6;CD40LG;GDNF;IL7;CLCF1;ANGPTL4;TEK;GAS6
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760)	15/82	1.4801197077360007E-13	3.399395812272793E-12	0	0	18.05174944947394	533.2754538289729	APP;IL33;TGFB1;WNT5A;IL1A;IL6;IFNG;IL23A;CCL3;IL12B;IL17F;LGALS9;CCL19;TLR2;PF4
Regulation of Activated T Cell Proliferation (GO:0046006)	11/33	2.0893263262332205E-13	4.7464043715515545E-12	0	0	39.756048387096776	1160.7479832761912	CD274;IL23A;CLCF1;IL18;IL12B;LGALS9;IGF1;PDCD1LG2;IL12RB1;ICOSLG;IL2
Regulation of Membrane Protein Ectodomain Proteolysis (GO:0051043)	10/25	3.0713255406062905E-13	6.902226214910911E-12	0	0	52.813922356091034	1521.6481638479117	IL10;APP;IFNG;IL1B;TIMP2;ADAM9;TIMP1;TNFRSF1B;TNF;TIMP4
Positive Regulation of Type II Interferon Production (GO:0032729)	13/58	4.004866372579463E-13	8.904436934777743E-12	0	0	23.129900632339655	660.2683637849378	IL21;IL1R1;EBI3;IL18;IL27;IFNL1;IL23A;IL1B;IL12B;IL12A;LGALS9;IL12RB1;CD276
Regulation of Interleukin-17 Production (GO:0032660)	11/35	4.4024663504171953E-13	9.584536117054101E-12	0	0	36.43934811827957	1036.7519736641952	IL21;IL6;TGFB1;IFNG;IL15;IL23A;IL18;IL12B;IL12A;VSIR;IL2
Positive Regulation of Mononuclear Cell Migration (GO:0071677)	11/35	4.4024663504171953E-13	9.584536117054101E-12	0	0	36.43934811827957	1036.7519736641952	APP;LGALS3;CXCL10;CXCL12;CSF1;CCL5;CXCL17;IL12A;LGALS9;GAS6;TNF
Regulation of Tissue Remodeling (GO:0034103)	9/19	7.352541926228941E-13	1.5842074871977825E-11	0	0	71.0316	1984.5206266776727	IL21;TGFB1;GPNMB;IL15;IL23A;LEP;IL18;IL12B;IL2
Negative Regulation of Cell Population Proliferation (GO:0008285)	27/379	7.439292388437776E-13	1.586542968554587E-11	0	0	6.410450137147335	179.02355424010318	APP;CXCL8;CXCL1;TREM2;AREG;IFNL1;GPNMB;ADAMTS1;IL12B;IL12A;IGFBP6;IL10;CCL23;TGFB2;TGFB1;TGFB3;IGFBP3;WNT5A;INHBA;NGF;BMP4;TGFBR3;IL1A;BMP2;IL6;IFNG;IL1B
Positive Regulation of Cell Adhesion (GO:0045785)	15/92	8.671514762228848E-13	1.8306531164705344E-11	0	0	15.699382584628486	436.02778688464906	TNFSF18;TGFB2;CCL21;TNFRSF18;PDGFB;LIF;NRG1;TNF;FSTL3;VEGFA;CXCL12;CCL5;IL12B;ADAM9;IL12A
Cellular Response to Growth Factor Stimulus (GO:0071363)	18/150	1.0095126925250688E-12	2.1098815273773936E-11	0	0	11.095247076574877	306.4679594360141	TGFB1;CXCL8;FLT1;WNT5A;PDGFB;GDF2;BMP7;BMP6;TGFBR1;EGFR;TGFBR2;VEGFA;BMP4;BMP2;CCL5;KDR;XCL1;CCL2
Positive Regulation of Cellular Component Organization (GO:0051130)	16/111	1.0712984810403374E-12	2.2168453716577276E-11	0	0	13.616460905349793	375.2989334422691	TGFB2;TGFB1;TGFB3;MMP1;MMP3;TREM2;NRG1;TNF;BMP7;AREG;TGFBR1;VEGFA;LGALS3;IFNG;IL1B;CCL19
Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091)	16/114	1.6362301799790316E-12	3.352667721721741E-11	0	0	13.197614848408499	358.1651359815871	GDF11;TGFB2;TGFB1;TGFB3;GDF15;GDF2;INHBA;BMP7;BMP6;TGFBR1;TGFBR2;BMP4;TGFBR3;BMP2;ADAM9;ENG
Regulation of Apoptotic Process (GO:0042981)	36/704	1.9095310749772728E-12	3.87467955990534E-11	0	0	4.609355280470449	124.37959612368348	APP;FLT3;PCSK9;FASLG;TNF;CX3CL1;EGFR;LGALS3;LGALS1;TNFSF10;TNFSF18;IL10;TSLP;TNFRSF12A;ANGPT1;TGFB3;IGFBP3;WNT5A;PLAUR;TNFRSF10A;IGF1;MMP9;IL2;VEGFA;BMP4;IL4;CXCL10;BMP2;IL6;CD40LG;GDNF;IL7;TNFRSF25;ANGPTL4;TEK;GAS6
Positive Regulation of Protein Modification Process (GO:0031401)	15/98	2.2569652234951718E-12	4.535632035677797E-11	0	0	14.560043452498519	390.45668565148424	CSF1R;ADIPOQ;PLAUR;TNF;MMP9;EGFR;VEGFA;BMP4;BMP2;THPO;IFNG;GPNMB;FGF19;KDR;GAS6
Regulation of Protein Secretion (GO:0050708)	15/99	2.6295609870553643E-12	5.234078536138773E-11	0	0	14.38597775175644	383.5906485153165	TGFB2;TGFB1;TGFB3;TREM2;IGF1;TNF;BMP6;IL1A;IL6;IFNG;IL1B;CCL5;IL12B;ADAM9;IL12A
Extracellular Matrix Organization (GO:0030198)	19/182	2.9039019514643323E-12	5.7256179986419384E-11	0	0	9.508742331288344	252.5994146681924	APP;TGFB2;TGFB1;MMP7;MMP1;CMA1;MMP3;ADAM10;MMP9;MMP10;TGFBR1;MMP12;ADAMTS5;MMP13;ADAMTS1;TGFBI;GAS6;ELANE;ENG
Regulation of Interleukin-8 Production (GO:0032677)	14/83	3.1327645517998144E-12	6.104800825676904E-11	0	0	16.29151138716356	431.5475599435467	IL10;GDF2;TNF;F3;IL6;IL1B;LEP;CHI3L1;IL17F;LGALS9;IL17D;IL6R;ELANE;TLR2
Positive Regulation of Apoptotic Process (GO:0043065)	24/313	3.1546339194885437E-12	6.104800825676904E-11	0	0	6.874004270043437	182.03840295862878	APP;TGFB2;TGFB1;TNFRSF12A;IFNB1;TGFB3;IGFBP3;ADIPOQ;WNT5A;PCSK9;TNFRSF10A;FASLG;F3;TNF;TGFBR1;BMP4;LGALS3;BMP2;IL6;LGALS1;CD40LG;TNFSF10;CCL3;CCL2
+ Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090100)	14/84	3.716343797047878E-12	7.12583351911015E-11	0	0	16.057959183673468	422.6178785691837	GDF11;TGFB2;TGFB1;TGFB3;GDF2;INHBA;BMP7;TGFBR1;BMP6;TGFBR2;TGFBR3;BMP4;BMP2;ENG
Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894)	11/42	4.169772773685237E-12	7.92256827000195E-11	0	0	28.20109261186264	738.9577298225659	IL10;GH1;IL6;IFNL1;TGFB1;TSLP;IL10RB;CCL5;LEP;KIT;LIF
Regulation of Cell Adhesion (GO:0030155)	17/142	4.552604086841536E-12	8.572020307656586E-11	0	0	11.023867768595041	287.8918533745379	TNFSF18;CXCL8;ANGPT1;TNFRSF18;IL18;PLAUR;ADAM10;NRG1;TNF;VEGFA;CXCL12;PLAU;CCL5;IL12B;IL12A;TGFBI;ENG
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	13/70	5.248790182912242E-12	9.794617394898737E-11	0	0	18.24932249322493	473.990082107566	CCL24;ECM1;CCL11;EGF;TNFSF12;WNT5A;PDGFB;GDF2;F3;TGFBR1;VEGFA;KDR;TEK
Positive Regulation of Production of Molecular Mediator of Immune Response (GO:0002702)	11/43	5.539518883097344E-12	1.0245658819180043E-10	0	0	27.31842237903226	708.0692892763055	CD86;IL21;IL10;IL6;CLCF1;IL13;WNT5A;XCL1;TNFRSF14;TNFRSF4;IL2
Dendritic Cell Differentiation (GO:0097028)	9/23	6.216826468340523E-12	1.1397515191957625E-10	0	0	50.726571428571425	1308.9363535681305	IL4;CSF2;FLT3;FLT3LG;TREM2;CCL19;LGALS9;GAS6;TGFBR2
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	13/72	7.662998505818684E-12	1.3926666849705261E-10	0	0	17.62891001791374	451.20521341501706	CSF2;NRG1;IGF1;AREG;TNF;TGFBR1;ICAM1;BMP4;LGALS3;IL1A;GDNF;IL1B;PF4
Positive Regulation of Angiogenesis (GO:0045766)	16/126	7.88866693431638E-12	1.4213201631656236E-10	0	0	11.750692106247662	300.41342303984356	ECM1;CXCL8;FLT1;TNFSF12;WNT5A;GDF2;FGF1;F3;VEGFA;IL1A;IL1B;KDR;ANGPTL3;CHI3L1;ANGPTL4;TEK
Positive Regulation of Positive Chemotaxis (GO:0050927)	8/16	8.35257033007455E-12	1.4920403410133172E-10	0	0	78.61752988047809	2005.411471628408	CXCL8;CXCL12;KDR;VEGFC;VEGFD;F3;PGF;VEGFA
Extracellular Matrix Disassembly (GO:0022617)	11/45	9.554918409399002E-12	1.6781327290457071E-10	0	0	25.70884724857685	652.335392263556	MMP12;ADAMTS5;MMP7;MMP13;CMA1;MMP1;MMP3;MMP9;ELANE;MMP10;ENG
Regulation of B Cell Proliferation (GO:0030888)	11/45	9.554918409399002E-12	1.6781327290457071E-10	0	0	25.70884724857685	652.335392263556	IL21;IL10;IL4;TNFRSF13B;IL7;CLCF1;TNFSF13;TNFRSF4;IL2;TNFRSF21;TNFSF13B
Regulation of Cytokine Production (GO:0001817)	18/172	1.0596619303769264E-11	1.845577862073147E-10	0	0	9.49954195182411	240.0580428431681	IL21;IL10;IL33;IL15;TREM2;TNFRSF1B;TNF;IL1A;IL6;IFNG;GPNMB;LEP;CCN4;IL12B;IL17F;LGALS9;ICOSLG;CD276
Defense Response to Bacterium (GO:0042742)	20/221	1.0893892998550687E-11	1.8816724270223915E-10	0	0	8.135056932908679	205.35176775211877	APP;IL33;FCN2;TSLP;IL18;TREM2;CXCL13;IL6;IL23A;IL1B;IFNE;LCN2;IL12B;IL12A;TNFRSF14;PGLYRP1;IL6R;ELANE;TLR2;MBL2
Positive Regulation of Chemotaxis (GO:0050921)	11/46	1.2415328261564317E-11	2.126888202186018E-10	0	0	24.973041474654377	627.1252465201923	IL6;TGFB1;CCL21;PDGFB;KDR;XCL1;TREM2;CCL19;IL6R;F3;VEGFA
Positive Regulation of Immune Effector Process (GO:0002699)	10/36	2.10762398650739E-11	3.5812472616263777E-10	0	0	30.45257954896509	748.611949862058	IL10;FCN2;IFNG;IL23A;IL1B;IL12B;LGALS9;IL12RB1;IL2;MBL2
B Cell Activation (GO:0042113)	14/96	2.4409850847870678E-11	4.114240989681429E-10	0	0	13.699651567944251	334.76515618539526	CD86;IL10;IL11;VCAM1;FLT3;CD70;IFNB1;IFNA2;FLT3LG;IL4;CD40LG;IFNE;CLCF1;KIT
Cellular Component Disassembly (GO:0022411)	11/49	2.6201761456638265E-11	4.3809345155499176E-10	0	0	22.99798387096774	560.350349577836	MMP12;ADAMTS5;MMP7;MMP13;MMP1;CMA1;MMP3;MMP9;MMP10;ELANE;ENG
Apoptotic Process (GO:0006915)	20/232	2.648207633071695E-11	4.392661867555431E-10	0	0	7.708612931238652	187.7398220103633	IL10;TGFB1;TNFSF12;IFNA2;GZMB;TNFRSF10A;FASLG;NGF;TGFBR2;IL1A;IFNG;IL1B;IL2RA;TNFSF10;LTA;IL17F;TNFRSF25;PDCD1;TNFRSF21;TLR2
Regulation of Lymphocyte Proliferation (GO:0050670)	8/18	2.77697188177373E-11	4.534274400708668E-10	0	0	62.88764940239044	1528.6148068279774	TNFSF18;LGALS3;CD209;LEP;IL12B;IL27;IL12A;TNFRSF1B
Positive Regulation of Lymphocyte Migration (GO:2000403)	8/18	2.77697188177373E-11	4.534274400708668E-10	0	0	62.88764940239044	1528.6148068279774	APP;CXCL10;CXCL12;CCL21;CCL20;CCL5;TNFRSF14;LGALS9
Regulation of Interleukin-12 Production (GO:0032655)	11/50	3.32106788766462E-11	5.380644872262833E-10	0	0	22.407154673283706	540.643180937046	IL10;CD40LG;IFNG;IL23A;IL12B;IL16;IL17F;LGALS9;CCL19;TLR2;SLAMF1
Positive Regulation of T-helper 1 Type Immune Response (GO:0002827)	7/12	4.22050192861885E-11	6.733472542605646E-10	0	0	109.64444444444445	2619.239333292917	IL1R1;IL23A;IL1B;IL18;IL12B;XCL1;IL12RB1
Regulation of T Cell Chemotaxis (GO:0010819)	7/12	4.22050192861885E-11	6.733472542605646E-10	0	0	109.64444444444445	2619.239333292917	CXCL10;ADAM17;CCL21;CCL5;WNT5A;XCL1;CXCL13
Positive Regulation of Leukocyte Migration (GO:0002687)	9/28	4.965917836597209E-11	7.862703241278914E-10	0	0	37.368	886.5871099436816	TNFSF18;LGALS3;IL6;TNFRSF18;XCL1;TNF;IL6R;ICAM1;VEGFA
Positive Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001238)	10/39	5.094658878500732E-11	8.005892523358292E-10	0	0	27.29815814984074	646.9729900854426	APP;CD40LG;TNFRSF12A;TNFSF12;TNFSF10;LTA;FASLG;INHBA;LTBR;TNF
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	21/270	5.805628663157972E-11	9.055047691044897E-10	0	0	6.907158043940468	162.79900829653508	ECM1;TGFB1;CCL21;IL1R1;WNT5A;FASLG;TREM2;TNF;CX3CL1;VEGFA;TNFRSF1A;TGFBR3;IL1A;LGALS1;CD40LG;IL1B;TNFSF10;LTA;LGALS9;CCL19;LTBR
Negative Regulation of Multicellular Organismal Process (GO:0051241)	20/243	6.129327453309497E-11	9.489106946234702E-10	0	0	7.324239638253561	172.23206585026068	IL10;APP;IL15;GDF15;IL13;ADIPOQ;TREM2;TNF;EGFR;BMP4;IL4;BMP3;ADAMTS5;ADAM17;GPNMB;IFNG;IL1B;TIMP1;GAS6;IL17D
Positive Regulation of DNA-templated Transcription (GO:0045893)	47/1274	6.284337897291651E-11	9.657548680396728E-10	0	0	3.345166151527733	78.57920911944805	CD86;APP;CSF3;CD80;PDGFB;FGF1;AREG;TNF;CX3CL1;EGFR;FSTL3;IFNL1;IL10;IL11;IL33;TGFB2;TGFB1;IFNB1;TGFB3;WNT3A;EGF;IL13;WNT5A;GDF2;LIF;IL18;IGF1;INHBA;BMP7;BMP6;DCN;TGFBR1;VEGFA;TNFRSF1A;MMP12;BMP4;IL4;CXCL10;BMP2;IL6;GDNF;IFNG;IL1B;IL17F;ENG;TLR2;PF4
Negative Regulation of Cellular Process (GO:0048523)	29/531	6.89377760888008E-11	1.0516784819386401E-9	0	0	4.832244933310237	113.06398175001239	APP;CXCL8;CXCL1;TREM2;AREG;TNF;IFNL1;GPNMB;ADAMTS1;IGFBP6;IL10;CCL23;TGFB2;TGFB1;ANGPT1;TGFB3;IGFBP3;GDF2;ADAM10;INHBA;NGF;BMP7;BMP4;IL1A;BMP2;IL6;IL1B;TGFBI;TNFRSF21
Positive Regulation of Macrophage Migration (GO:1905523)	8/20	7.817237793695431E-11	1.1839149991901052E-9	0	0	52.40106241699867	1219.4830137938934	CSF1R;CSF1;CCL5;CXCL17;CCL3;CCL2;TREM2;CX3CL1
Positive Regulation of Apoptotic Signaling Pathway (GO:2001235)	12/70	9.426107493136633E-11	1.4173068101191053E-9	0	0	16.487226022616223	380.6068343800574	APP;CD40LG;TNFRSF12A;IFNB1;TNFSF12;WNT5A;TNFSF10;LTA;FASLG;LTBR;TNF;TGFBR1
Positive Regulation of Interleukin-10 Production (GO:0032733)	9/30	1.005677213444292E-10	1.5013324114989787E-9	0	0	33.80571428571429	778.2139582059908	IL4;IL6;CD40LG;TSLP;IL23A;IL13;IL12B;XCL1;LGALS9
Regulation of Immunoglobulin Production (GO:0002637)	9/31	1.40117524542391E-10	2.0769193354155833E-9	0	0	32.26745454545455	732.1014197440672	CD86;IL21;IL10;IL4;IL6;CLCF1;IL13;TNFRSF4;IL2
Positive Regulation of Receptor-Mediated Endocytosis (GO:0048260)	10/43	1.4682088426375074E-10	2.160955268389007E-9	0	0	23.984422538639407	543.0506840304445	IL4;GH1;ANGPT1;CCL21;EGF;WNT3A;PCSK9;CCL19;SELE;VEGFA
Embryonic Organ Development (GO:0048568)	12/73	1.573958597691695E-10	2.300401027395554E-9	0	0	15.673989513506339	353.79732083348034	IL3;TGFB2;KITLG;CXCL8;TGFB1;GDNF;KIT;KDR;PDGFB;FLT3LG;TNF;TGFBR2
